#  file: fmRawProjectAuthors2013-Sep.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in Sep of 2013
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2013) 
#  The project is available at: http://flossmole.org
#
#  SELECT fp.project_id, fp.projectname_short, fpa.author_name, fpa.author_role 
#  FROM `fm_project_authors` fpa, fm_projects fp 
#  WHERE fp.datasource_id=387
#  AND fpa.datasource_id=387
#  AND fpa.project_id = fp.project_id
#  ORDER BY fp.project_id
#
#  datasource_id = 387 is the Sep 2013 run on freshmeat.
project_id	projectname_short	author_name	author_role
51729	snort2pf    	Stephan Schmieder	Owner
51729	snort2pf    	Jeremie Le Hen	Owner
51735	bluemote    	Saravana Kannan	Owner
51736	yacpi    	nion	Owner
51738	ochiba    	h3	Owner
51739	dispatch-software    	WT	Owner
51740	vdesktools    	Kristian Mueller	Owner
51741	usblogdump    	Michael Still	Owner
51743	keywatcher    	Frank Becker	Owner
51744	uni2ascii    	Bill Poser	Owner
51751	marinerwrite    	Mariner Software	Owner
51752	marinercalc    	Mariner Software	Owner
51753	cdscluster    	Tiago Cury	Owner
51754	felidae    	fdiesch	Owner
51757	nctop    	ralf	Owner
51758	heartalien    	Gil Megidish	Owner
51763	nagios-synaptic    	orangepeel	Owner
51765	msort    	Bill Poser	Owner
51766	elpp    	Matthias Kunze	Owner
51766	elpp    	Prasad	Developer
51767	phpcas    	Carsten Schmitz	Project Manager
51768	scc-srv    	siem	Owner
51769	linboxconverter    	Linbox Arnaud LAPREVOTE	Owner
51771	inline_slang    	Doug Burke	Owner
51772	univert    	Peter da Silva	Owner
51776	formfaces    	Daniel Mekonnen	Owner
51778	kamaelia    	Michael	Owner
51780	cacao    	Christian Thalinger	Owner
51781	coindesigner    	jespa	Owner
51782	helpcore    	Geert Broekmans	Admin
51783	smbgate    	Ricardo Alexandre Mattar	Owner
51786	cerberuslivehelp    	Ben Halsted	Owner
51787	geness    	imipak	Owner
51790	trtisy    	Patrik Burkhalter	Owner
51791	daophp5    	Auslander666	Owner
51792	destiney_links    	destiney	Owner
51793	destiney_topsites    	destiney	Owner
51794	destiney_dbsessions    	destiney	Owner
51795	beartkat    	Dan Ponte	Owner
51796	s3cache    	Kamran	Owner
51798	chatty    	Marco Olivo	Owner
51803	cupid    	Uraeus	Owner
51804	kallery    	Andras Mantia	Owner
51806	rush2005    	aendeuryu	Owner
51807	tong    	swerk	Owner
51808	rwdschedule    	Gibby	Owner
51809	nsqlcli    	Colin JN Breame	Owner
51812	wikka    	dartar	Owner
51814	slglade    	Chris Stawarz	Owner
51815	nand-flash-util    	William J Beksi	Owner
51817	cwtrainer    	kindman	Owner
51819	gnubox_uiq    	xan2	Owner
51822	fallback-reboot    	Dan Stromberg	Owner
51823	svm-root-mirror    	Dan Stromberg	Owner
51824	mtee    	Dan Stromberg	Owner
51825	verify    	Dan Stromberg	Owner
51826	deep-ssh    	Dan Stromberg	Owner
51827	yeslinux    	YES Linux	Owner
51829	find-sym    	Dan Stromberg	Owner
51830	reblock    	Dan Stromberg	Owner
51831	sshgui    	Dan Stromberg	Owner
51832	trinisys    	David Box	Owner
51833	idesk    	FixXxeR	Owner
51835	qcomicbook    	Pawel Stolowski	Owner
51839	smarth    	Marta Girdea	Developer
51839	smarth    	Sergiu Dumitriu	Developer
51839	smarth    	Catalin Hritcu	Doc Writer
51840	issuebridge    	IssueBridge	Owner
51842	coold    	bmg300	Owner
51843	treatise    	Marc Prud'hommeaux	Owner
51844	touchbase    	Ben Fortuna	Owner
51845	jc_ansiterm    	Sam Stainsby	Owner
51849	libasyncns    	Mezcalero	Owner
51851	klopsterutils    	hihok	Owner
51853	smb_explorer    	Markus Heinz	Owner
51854	samba-console    	David Barth	Owner
51855	amberle    	Marcello Missiroli	Owner
51856	powermated    	fLithm	Owner
51857	vegadns    	Bill Shupp	Owner
51859	proteomecommonsio    	jfalkner	Owner
51866	moonedit    	Tomasz Dobrowolski	Owner
51868	jnettool    	Arthur Ventruba	Owner
51869	rbldnsd    	Andrzej Adam Filip	Owner
51873	kodepaster    	Tabrez Iqbal	Owner
51874	dydoc    	Zoe	Owner
51875	newslite    	pcles	Owner
51876	u2nl    	Christian Reitwießner	Owner
51877	gfeed    	thisnukes4u	Owner
51878	linkvalidator    	Daantje Eeltink	Owner
51880	bl0rg-mp3stream    	Manuel Odendahl	Owner
51881	tkping    	Stephen M Moraco	Owner
51883	xmamegui    	Scarfy	Owner
51884	jgamelaunch    	Scarfy	Owner
51886	phpmyprofiler    	subzero42	Owner
51889	xdccfetch    	christoph	Owner
51890	breviscms    	r@tchet	Owner
51892	aoelinux    	Ed Cashin at Coraid	Owner
51893	gtoday    	xnous	Owner
51895	tclsigx    	Breadcrust	Owner
51897	opengogear    	st3	Owner
51898	coralreef    	imipak	Owner
51899	mix2005    	Heroine Virtual Ltd.	Owner
51900	dabo    	Ed Leafe	Owner
51900	dabo    	Paul McNett	Owner
51902	maxtime    	Dan Stromberg	Owner
51906	matjito    	olonho	Owner
51907	openmsx    	Andete	Owner
51908	epstool    	Moritz Barsnick	Owner
51910	phpwebquest    	tognaco	Owner
51912	lingot    	Grachi	Owner
51912	lingot    	ibancg	Owner
51913	jmandns    	ottacom	Owner
51916	calimba    	Roberto B	Owner
51917	htmltemplatepython    	hhas01	Owner
51920	cfitsio    	imipak	Owner
51921	kassiope    	Josef Falk	Owner
51922	sandrasf    	Vic Cekvenich	Owner
51924	bitweaver    	Breadcrust	Owner
51924	bitweaver    	Spider	Project Founder
51925	packddir    	Fabio Bonelli	Owner
51927	duplifinder    	Marcus Wynwood	Owner
51928	gtk2hack    	miq	Owner
51929	mpiplugin    	Alexander Shepil	Owner
51930	travmail    	elvisior	Owner
51931	bulkwatch    	Lane Powers	Owner
51932	tablaunch    	dlam	Owner
51933	pmreport    	Zeke Walker	Owner
51935	svnkit    	TMate Software	Owner
51936	tmate    	TMate Software	Owner
51937	hatx    	Stepan Roh	Owner
51938	lister    	Stepan Roh	Owner
51940	chan_misdn    	beroNet GmbH	Owner
51941	mcllib    	MIBA Consulting Ltd	Owner
51943	akkar    	Roy W. Andersen	Owner
51945	antserver    	Peter RISKO	Owner
51947	sdljava    	iganza	Owner
51948	phpdiplomacy    	kestas	Owner
51951	jc_termui    	Sam Stainsby	Owner
51952	ant-ivy    	Xavier Hanin	Owner
51952	ant-ivy    	Maarten Coene	Release Manager
51953	pdfdirectory    	richard	Owner
51955	webcheck    	Stepan Roh	Owner
51956	persona    	Stepan Roh	Owner
51957	vmpsd    	mwhitlock	Owner
51959	bproc    	imipak	Owner
51960	guile-dbi    	linas	Owner
51962	mpyre    	SmokesLikeaPoet	Owner
51966	ginfo    	Andrea Marchesini	Owner
51967	daes    	dettus	Owner
51968	xpybind    	Dan Aloni	Owner
51969	ibmfocspropertycheckersgenerator    	alphaWorks	Owner
51971	qmail-remove    	LinuxMagic	Owner
51972	shttpdj    	Stepan Roh	Owner
51974	highmoon    	Patrick Gerdsmeier	Owner
51976	smsd    	Stepan Roh	Owner
51977	libsssd    	proberts	Owner
51978	simd-cph    	proberts	Owner
51980	guile-dbd-mysql    	Maurizio Boriani	Owner
51984	srzip    	Stepan Roh	Owner
51987	opencartable    	echarp	Owner
51989	shttpd    	Stepan Roh	Owner
51990	gtge    	Paulus Tuerah	Owner
51991	bytename    	Bill Poser	Owner
51993	listpatron    	Ferry Boender	Owner
51996	smartpm    	badnetmask	Owner
51997	libksnmp    	Flameeyes	Owner
51998	cyberience_project_manager    	harkelino	Owner
51999	kpowersave    	Danny Kukawka	Owner
52002	juda    	Oreste Notelli	Owner
52003	netleak    	Jonas	Owner
52004	linb    	Jakob Fink	Owner
52006	talloc    	tridge	Owner
52009	proteomecommons_orgjaf    	jfalkner	Owner
52010	ipc_sharedmem    	Craig Manley	Owner
52011	vidaframework    	Nobody	Owner
52012	gepolabo    	gepolabo	Owner
52013	mindraider    	Martin Dvorak	Owner
52016	xen    	imipak	Owner
52017	ezmlm-browse    	Bruce Guenter	Owner
52018	grml    	Michael Prokop	Owner
52019	ezmlm-idx    	Bruce Guenter	Owner
52021	bufsock_py    	Dan Stromberg	Owner
52022	pirp    	alques	Owner
52023	dellinkchecker    	Dean Wilson	Owner
52025	dbsolo    	DB Solo	Owner
52026	bitbake    	Chris Larson	Owner
52027	galapagos    	Mathias Broxvall	Owner
52028	openjigsaw    	Marijn	Owner
52031	projectcoordinator    	Patrik Svanerudh	Owner
52032	guile-dbd-postgresql    	Maurizio Boriani	Owner
52033	ttraq    	Thomas Hartwig	Owner
52034	htinc    	Rola	Owner
52039	zptree    	Dror Matalon	Owner
52040	supporttrio    	ActiveCampaign, Inc.	Owner
52047	mod_xmltime    	Daniel Bibbens	Owner
52048	qlime    	Shalabh Chaturvedi	Owner
52049	billing-software    	WT	Owner
52051	disclaimermilter    	sittingduck	Owner
52052	jamper    	sqba	Owner
52053	timeindexing    	Stuart Clayman	Owner
52054	osslsigncode    	mfive	Owner
52055	enetman    	edahs	Owner
52056	qunetix    	mgillis	Owner
52057	jsch-j2me    	ymnk	Owner
52058	flatgallery    	TsunamiNoAi	Owner
52060	cloudwiki    	swdunlop	Owner
52061	track2rss    	Yakov Shafranovich	Owner
52062	geniusvp2    	Anderson Lizardo	Owner
52063	scircd    	Jan Krüger	Owner
52064	mobile-bookshelf    	ak1394	Owner
52067	dcore    	Duncan Cameron	Owner
52068	mordore    	rahulkumar	Owner
52070	xflows_xmlxslt    	Alexandre Brillant	Owner
52071	pycalendargen    	Johan Warlander	Owner
52075	mailonator    	Castify Networks	Owner
52076	uitags    	Jonni Gani	Owner
52077	pysl    	Chris Stawarz	Owner
52078	swingglue    	mimo	Owner
52079	libmsntp    	Ryan Barrett	Owner
52081	wsid    	alphaWorks	Owner
52084	gregarius    	Marco Bonetti	Owner
52086	teach-sa    	Jean-Marc Liotier	Owner
52087	simplybibtex    	Hartmut Seichter	Owner
52088	tetristats    	Frederic Cambus	Owner
52089	openhive    	Bryce Harrington	Owner
52090	knowledgeroot    	frank habermann	Owner
52091	html-widgets-navmenu    	Shlomi Fish	Owner
52092	konsecgroupware    	KONSEC	Manager
52093	svn-raweb-light    	Shlomi Fish	Owner
52094	gaint    	Sabit	Owner
52095	sanssouci    	freiheit.com technologies gmbh	Owner
52096	anca    	Tom Potrusil	Owner
52097	powersave    	Thomas Renninger	Owner
52098	transset-df    	Daniel Forchheimer (upiom)	Owner
52099	elster    	FlorianBecker	Owner
52100	diagnostictoolforjavagarbagecollector    	alphaWorks	Owner
52105	msyslogui    	Jsuthan	Owner
52106	dvd-homevideo    	rookhappy	Owner
52107	fux    	mamuaya	Owner
52108	texttemplatepython    	hhas01	Owner
52109	sigcheck    	Martin Renold	Owner
52110	yeast    	brilwing	Owner
52110	yeast    	struppi	owner
52111	nagios-console    	David Barth	Owner
52113	acikisletme    	M.Ali VARDAR	Owner
52115	cubic    	M.Ali VARDAR	Owner
52116	firewalladmin    	Vinicius M. de Souza	Owner
52118	librascal    	Justin Forest	Owner
52121	maude    	Wojciech Stryjewski	Owner
52125	nokiapacman    	Jiuka	Owner
52127	byteml    	Karthik Kumar	Owner
52128	septum    	Poromenos	Owner
52129	linv    	SteambirdDotCom	Owner
52130	delcom    	Mike Chirico	Owner
52131	stemminglibrary    	blizzy	Owner
52131	stemminglibrary    	oleander	New developer
52132	java_lzma    	myspace54	Owner
52134	kilongalonga    	Haddad Said	Owner
52135	pdi2iso    	Salvatore Santagati	Owner
52136	sensors-applet    	alex	Owner
52138	apacheds    	Trustin Lee	Owner
52139	ptxdist    	Robert Schwebel	Owner
52140	capers    	hungerburg	Owner
52142	libundo    	Evgeny Stambulchik	Owner
52147	scroogesecuritytracker    	StackFrame, LLC	Owner
52148	passtools    	Daniel Seither	Owner
52149	morse    	Eric S. Raymond	Owner
52150	fccubootcd    	D-fence	Owner
52150	fccubootcd    	free_ouyo	helper
52151	plinio    	Tommy Lindgren	Owner
52152	mod_suexec_helper    	James Carter	Owner
52153	fmp2p    	basking2	Owner
52154	shallot    	Yann Ramin	Owner
52155	tellu    	Jani Salonen	Owner
52157	mailnotifier    	kostakoko	Owner
52158	osprey    	John Reuning	Owner
52162	stxxl    	Roman Dementiev	Owner
52163	cctunes    	kristof	Owner
52164	cmph    	Davi de Castro Reis	Owner
52165	ordrumbox    	ordrumbox	Owner
52167	timemon    	Gürkan	Owner
52167	timemon    	Gregory Casamento	Author
52169	wmheadlines    	Mystikite	Owner
52171	cl-fad    	Dr. Edmund Weitz	Owner
52173	sn9c102fg    	lookee	Co-owner
52173	sn9c102fg    	imipak	Owner
52176	ccpop    	Emanuel Miller	Owner
52177	gnormalize    	Claudio F. S. Rodrigues	Owner
52180	hideseek    	John Ellis	Owner
52183	mcelog    	Andi Kleen	Owner
52184	rlocate    	Rasto Levrinc	Owner
52185	timsms    	Domenico Delle Side	Owner
52187	housekeeper    	Adrian Gygax	Owner
52188	dbd-sybase    	Ed Avis	Owner
52191	outgun    	Niko Ritari	Owner
52192	opencalculator    	konox	Owner
52193	avango    	Jürgen Wind	Owner
52194	mercatorgrid    	cstevens	Owner
52195	64bitvcpu    	J. Michael	Owner
52196	jaikozmp4tagger    	paul taylor	Owner
52197	gjc    	Manuel Amador (Rudd-O)	Owner
52202	akadav    	yasusii	Owner
52204	cfourcc    	Mohammad Hafiz (mypapit)	Owner
52205	openmodeller    	rdg	Owner
52205	openmodeller    	TimLinux	Owner
52206	hdate    	Mohammad Hafiz (mypapit)	Owner
52208	scratchbox    	Toni Willberg	Owner
52209	attension    	Daniel Steudel	Owner
52210	starlane    	wagner frederic	Owner
52211	alcatel_readserial    	Jason Balicki	Owner
52212	pcjbot    	Satya	Owner
52213	uscvprogs    	Brian S. Julin	Owner
52216	sqlpreproc    	Dean Arnold	Owner
52218	jlmview    	corey	Owner
52223	freenx    	Kurt Pfeifle	Owner
52224	simpledb    	eminence_tech	Owner
52225	gnome2mtel    	Dimitur Kirov	Owner
52227	jspp    	John Garrison	Owner
52228	fontsmoother    	Alexander R. Pruss	Owner
52229	modu    	louigi600	Owner
52230	lossa    	louigi600	Owner
52231	ldtp    	Nagappan	Owner
52232	pushoksema    	Sergey Korotkov	Owner
52233	ultimatestunts    	cjp	Owner
52234	systeminfo    	muthukumark	Owner
52235	transd    	Skypher	Owner
52237	apcon    	Andreas Pohl	Owner
52239	cca    	drugphish	Owner
52241	grout    	Gervase Markham	Owner
52242	tvbrowser    	troggan	Developer
52243	gringotts-shlomif    	Shlomi Fish	Owner
52244	asunder    	Andrew Smith	Owner
52246	peps    	G. Adam Stanislav	Owner
52247	httunnel    	Patrick LeBoutillier	Owner
52249	tkmp3    	Greg Brown	Owner
52250	gnudialer    	Heath Schultz	Owner
52251	spacerider    	Dominik Hackl	Owner
52252	kmp_search    	pts	Owner
52253	validator    	Aaron Axelsen	Owner
52254	gpglist    	Bastian Ballmann	Owner
52257	hacburn    	hacnslash	Owner
52259	sundew    	Paul Grosse	Owner
52261	doplotgrf    	jarn	Owner
52262	peless    	Horned Owl Flying	Owner
52263	rntrack    	ph0enix	Owner
52264	trufilemanager    	Redimido (Gabriel Orozco)	Owner
52266	anno    	Michael Schulz	Owner
52267	phpwebget    	crashu	Owner
52268	libtranslate    	Jean-Yves Lefort	Owner
52269	gnome-translate    	Jean-Yves Lefort	Owner
52270	mvcms    	narko	Owner
52271	ioe    	irtza	Owner
52272	sitecing    	The Golden Boy	Owner
52273	hanggame    	Michael	Owner
52275	jert    	Quake Wang	Owner
52276	lar    	John Elliott	Owner
52277	rmuse    	Bruno Patatas	Owner
52278	lsys_monitor    	Bruno Lacroix	Owner
52279	phpwebtickets    	Nick	Owner
52281	sxemacs    	Steve Youngs	Owner
52282	gebogebo    	Thomas F	Owner
52283	webring    	webring	Owner
52285	usea    	narko	Owner
52286	bootpdnis    	Bruno Monthy	Owner
52287	cryptomx    	Daemon404	Owner
52288	ihm    	Bernhard von Gunten	Owner
52291	deb-install    	icekiss	Owner
52292	morph    	Matt Sgarlata	Owner
52295	shellsql    	Edward Macnaghten	Owner
52297	ftmenu    	TaQ	Owner
52299	sbox-dtc    	Thomas Goirand	Owner
52300	inputcntrl    	bjd	Owner
52301	yada    	dev/IT	Owner
52302	feedpod    	Robert kebernet Cooper	Owner
52303	yaprimaxgui    	Fabio Pugliese Ornellas	Owner
52304	dcraw    	Ed Avis	Owner
52307	xmlflashslideshow    	DWUser.com	Owner
52308	freshinvoice    	FunzoneQ!	Owner
52309	upgrade-oldest    	zowers	Owner
52311	trousers    	Kent Yoder	Owner
52311	trousers    	Ratliff	Developer
52312	tribiqcms    	Tony Butcher	Owner
52312	tribiqcms    	Alex Wilkes	Project Admin
52316	minesweep3d    	Josef Höök	Owner
52317	xaoindexer    	Andrew Maltsev	Owner
52319	fldiff    	Michael Sweet	Owner
52321	pluto-converter    	Juliusz Chroboczek	Owner
52323	fastcopy    	Sam65	Owner
52324	hpgls    	softadm	Owner
52325	itcl    	Ed Avis	Owner
52326	ooolatex    	gpiroux	Owner
52327	lql-sharp    	Coverfire	Owner
52331	mortcalcplus    	mortcalcplus	Owner
52332	console    	Nixo Mose	Owner
52333	pxe-boot    	edahs	Owner
52334	xhopper    	King Leo - Martin Oberzalek	Owner
52335	netlightning    	Nixo Mose	Owner
52337	worldforgeember    	Alistair Riddoch	Owner
52337	worldforgeember    	Erik Ogenvik	Primary Developer
52340	clipcast    	Derik van Zuetphen	Owner
52342	faqring    	faqsystems	Owner
52343	gnome-sshman    	Ear3ndil	Owner
52348	lpr-via-http    	yeupou	Owner
52350	squtun    	squarooticus	Owner
52352	rationalapplicationdeveloper    	alphaWorks	Owner
52353	lazdoc    	sottey	Owner
52354	grac    	maxme	Owner
52355	ssts    	AmirAli Lalji	Owner
52356	mod_chm    	snake4d	Owner
52358	thumbnail_watermark    	Emiliort	Owner
52359	sshfs-fuse    	Miklos Szeredi	Owner
52360	jini-dlm    	Dan Creswell	Owner
52361	stod    	edahs	Owner
52362	clamtk    	Dave M	Owner
52363	pwnsjp    	Jakub Wilk	Owner
52364	netgrowler    	Scott Lamb	Owner
52366	axamol-sql-library    	Scott Lamb	Owner
52368	sms_biff    	Dan Harkless	Owner
52369	image_album    	Dan Harkless	Owner
52370	copperexport    	ZZamboni	Owner
52372	sunuo    	Max Kellermann	Owner
52373	dvdrtools    	bero	Owner
52377	rotatingglobe    	Ákos Maróy	Owner
52378	geolocation    	Ákos Maróy	Owner
52379	slonyi    	cbbrowne@acm.org	Owner
52379	slonyi    	David Fetter	Developer
52380	portforward    	pegaso	Owner
52381	ftbconman    	Feel The Burn	Owner
52382	yamoon    	rengolin	Owner
52383	delete_put_httpd_py    	Viraj Alankar	Owner
52384	sqlite3-ruby    	Jamis	Owner
52385	imageisometric    	Nobody	Owner
52386	mypdf3    	Fernando Lagos	Owner
52387	libiriverdb    	Matt Dainty	Owner
52388	linuxheartmonitor    	FuzzyMonkey.net	Owner
52389	fceulauncher    	Mike Farrell	Owner
52392	riece    	Daiki Ueno	Owner
52393	sdesk    	Gareth Williams	Owner
52396	openberg_lector    	Yoric	Owner
52401	cryproc    	Michal Kosmulski	Owner
52402	blogbuddies    	trumpetboy8282	Owner
52403	nfswatch    	Christian Iseli	Owner
52404	soundoftraffic    	smokinggun	Owner
52408	twas    	amiatrome	Owner
52409	xmlsql    	Tomas Zeman	Owner
52410	bkmrk2dlcs    	Elliot Smith	Owner
52411	squidrunner    	squidrunner	Owner
52413	adm    	Richard Hamnett	Owner
52415	tjukebox    	beakerboy	Owner
52417	mpop    	Martin Lambers	Owner
52419	gmsl    	John Graham-Cumming	Owner
52420	osqdb    	Steve	Owner
52421	tribe    	Emmanuel Cecchet	Owner
52422	telak    	Julien Danjou	Owner
52423	fightchaos    	OkIDaN	Owner
52425	gserve    	Ayan Chakrabarti	Owner
52426	db-va    	Visual Paradigm International Ltd.	Owner
52429	ssddiff    	Erich Schubert	Owner
52430	ruby-ldap    	Ian Macdonald	Owner
52431	tracksail    	teroajk	Owner
52432	myphpbib    	Roderic Page	Owner
52433	uisp    	Margarita Manterola	Owner
52436	rcptchecks    	Toorop	Owner
52438	openarm    	Mark Masterson	Owner
52439	hiawatha    	Hiawatha	Owner
52440	astfax    	kbo	Owner
52440	astfax    	Matt Brookings	admin
52445	glpi    	JmD	Owner
52445	glpi    	moyo	Owner
52446	omlet    	mrpingouin	Owner
52447	bgchanger    	bowmanmc	Owner
52448	constrict    	Jason Smith	Owner
52449	tinymush    	imipak	Owner
52450	candid    	Nicholas Berry	Owner
52452	rg2xml    	Tomas Zeman	Owner
52454	arpwatch-ng    	Freek	Owner
52455	class_picttext    	phplibrairies	Owner
52456	luban    	peterx	Owner
52457	hecl    	David N. Welton	Owner
52458	mod_xml_meta    	milky	Owner
52461	dumplinks_pl    	pts	Owner
52464	hpvm    	tbaldridge	Owner
52465	agentbuildingandlearningenvironmentforlinux    	alphaWorks	Owner
52467	env-search    	Dan Stromberg	Owner
52468	migbase64    	Mikael Grev	Owner
52469	scrap    	Fabio Pugliese Ornellas	Owner
52470	inventory-management    	WT	Owner
52472	minpair    	Bill Poser	Owner
52473	labyrinth    	Joe Pearce	Owner
52475	versuschecker    	Marco Bakera	Owner
52476	gflashcards    	Jacques	Owner
52477	pykaraoke    	Kelvin Lawson	Owner
52478	apache-tools    	Ivan Ristic	Owner
52479	squidclamav    	Gilles DAROLD	Owner
52480	vblade    	Ed Cashin at Coraid	Owner
52481	dealersys    	Simon Brooke	Owner
52483	durlct    	Grymse	Owner
52486	sch_log    	Catalin(ux) M. BOIE	Owner
52487	aslinux_desktop    	Activa Sistemas	Owner
52488	zrpd    	Jean-Charles de Longueville	Owner
52489	dynam    	Zoe	Owner
52491	sourceguardian    	SourceGuardian	Owner
52492	ejabberd    	aleksey	Owner
52492	ejabberd    	badlop	Developer
52493	ufraw    	Udi Fuchs	Owner
52494	hobbitmon    	Henrik Stoerner	Owner
52494	hobbitmon    	Sabey	Project Manager
52495	equator    	Alistair Riddoch	Owner
52498	bin2iso    	timonentwig	Owner
52499	openfaq    	stian	Owner
52500	palm-pssh    	TZ251	Owner
52501	kanren    	Oleg	Owner
52503	jsdb    	agustig	Owner
52506	blogbench    	j	Owner
52508	hackystat    	Philip Johnson	Owner
52509	lectrotest    	Tom Moertel	Owner
52511	autoformbq    	uwe stein	Owner
52513	ooxf    	Ernesto Bascón Pantoja	Owner
52513	ooxf    	oopscene	Project Manager
52514	parsewiki    	Nick Welch	Owner
52516	phpcounter    	Tsvetozar	Owner
52517	wavemixer    	raoul	Owner
52518	pypod    	SamC	Owner
52519	xinha    	James Sleeman	Owner
52521	cvsclogd    	Florin Mihalache	Owner
52522	gslapt    	Jason Woodward	Owner
52524	lat    	MrJoe	Owner
52525	thefishshell    	Robert Shinka	Project Manager
52527	digimemoa501converter    	Jan Theofel	Owner
52529	cognito    	Joshua Marshall	Owner
52530	plutohome    	plutoinc	Owner
52531	ralbum    	Michael Jakl	Owner
52535	ndn    	Angels Holocaust	Owner
52536	monq_jfa    	Harald Kirsch	Owner
52537	dcc    	nicolap	Owner
52539	denyhosts    	Phil Schwartz	Owner
52542	nssdccdf    	imipak	Owner
52543	xlccadvancededitionforlinux    	alphaWorks	Owner
52547	tuxshop    	Tuxsoft	Owner
52551	othersync    	Wybo Wiersma	Owner
52552	libssh2    	Sara Golemon	Owner
52555	simplewebsurvey    	simplewebsurvey	Owner
52556	ssu    	wave++	Owner
52557	openxava    	javierpaniza	Owner
52558	horrorss    	horrabin	Owner
52559	qmailtap    	kbo	Owner
52560	modaccessrbl2    	Brielle Bruns	Owner
52561	nitro_and_og    	gmosx	Owner
52564	ktoon    	Gustavo González	Owner
52567	viewurpmi    	Linegod	Owner
52569	xpmt    	toggm	Owner
52570	cpar    	Daniel M. Webb	Owner
52571	libjf    	Tiian	Owner
52572	xbible    	Luke Th. Bullock	Owner
52573	jvoicexml    	Dirk Schnelle	Owner
52577	webkoffer    	Stefan Koopmanschap	Owner
52579	mycgisession    	Aquila2	Owner
52580	cobertura    	Mark Doliner	Owner
52581	batalho    	silveira	Owner
52582	castorphpwebbuilder    	Sébastien HEITZMANN	Owner
52584	dacs    	bjb	Owner
52585	scansreader    	Colas Nahaboo	Owner
52587	minisitemanager    	hagency	Owner
52592	fbrowse    	dsdel	Owner
52593	xfce4panelmenu    	rpociecha	Owner
52594	relipmoc    	Darshan Desai	Owner
52594	relipmoc    	Arjun Singri	Owner
52595	game    	Antonio Vazquez Araujo	Owner
52596	reptux    	eduvalopez	Owner
52597	ndisc6    	Rémi Denis-Courmont	Owner
52598	rwdhypernote    	Gibby	Owner
52599	appscript    	hhas01	Owner
52600	openvisp-admin    	Xavier Beaudouin	Owner
52601	ixmati    	Jordi Adame	Owner
52603	protoeditor    	Thiago Silva	Owner
52604	syslogextract    	sigsegv	Owner
52607	sdbsiod    	Ulric Eriksson	Owner
52610	nessuswc    	Frank4DD	Owner
52611	dbvaec    	Visual Paradigm International Ltd.	Owner
52612	freesteam    	John Pye	Owner
52614	nio    	Marcel Lanz	Owner
52615	fragger    	Doug McLain	Owner
52618	evtreader    	D-fence	Owner
52619	moinx    	Marcus Geiger	Owner
52620	openscada    	c-tron	Owner
52622	tapestrypalette    	Mike Henderson	Owner
52624	x48    	G. Allen Morris III	Owner
52625	shd-tcp-tools    	Heikki Orsila	Owner
52627	avchat    	Naicu Octavian	Owner
52628	tchat    	3Tech Systems	Owner
52629	gedxchange    	Michael R Gibson	Owner
52631	dbvanb    	Visual Paradigm International Ltd.	Owner
52634	sprog    	Grant McLean	Owner
52638	refanalyse    	Kristian Martin	Owner
52639	zee    	Reuben Thomas	Owner
52640	papple    	Tereshchenko Andrey	Owner
52642	dirsplit    	E. Bloch	Owner
52643	mod-dirsize    	Gustavo Franco	Owner
52644	glock    	Eric Smith	Owner
52645	sux0r    	conner_bw	Owner
52646	guichan    	Olof Naessén	Owner
52647	netclasses    	Andrew Ruder	Owner
52648	edsadmin    	Mark Roach	Owner
52649	mmsrip    	nbenoit	Owner
52650	dnsmax    	Dan Smith	Owner
52652	whisperim    	Pheet	Owner
52653	pagemanager    	Sami Ekblad	Owner
52655	rsyncincr    	Colas Nahaboo	Owner
52656	kimdaba2mysql    	Jochen Wersdörfer	Owner
52660	os_aoe    	Tim Gunter	Owner
52661	hedgehog    	Lars Wirzenius	Owner
52662	imap2rss_php    	Dave Currie	Owner
52663	hygrosens    	Brian C. Lane	Owner
52665	imageim    	Will Gorman	Owner
52667	xscrollemu    	Eric Lathrop	Owner
52668	gsystem7    	justinkelly	Owner
52670	rconftool    	Brian Candler	Owner
52672	xystray    	steelman	Owner
52673	bluexml    	Jean-Christophe Kermagoret	Owner
52673	bluexml    	Benjamin CHEVALLEREAU	Admin
52675	wpd    	gardiol	Owner
52676	ruby-webgen    	gettalong	Owner
52679	bsax-j    	Gregor N. Purdy, Sr.	Owner
52682	pfeforwasdx    	alphaWorks	Owner
52683	spin_auth    	bojan	Owner
52685	spin_feedback    	bojan	Owner
52687	winik    	nikhim	Owner
52688	rsyncrypto    	Shachar Shemesh	Owner
52689	galleryadd    	Iain Lea	Owner
52690	patchwork    	Jeremy Kerr	Owner
52691	fxri    	martinus	Owner
52692	mysqllockerphp    	Craig Manley	Owner
